model,exercise,target,seed,condition,metric,value
gru,cpr,0010001000000,7,seen,bit_accuracy,0.8076923076923077
gru,cpr,0010001000000,7,seen,exact_match,0.0
gru,cpr,0010001000000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,0010001000000,7,unseen,micro_f1,0.4
gru,cpr,0010001000000,7,unseen,bit_accuracy,0.7692307692307693
gru,cpr,0010001000000,7,unseen,exact_match,0.0
gru,cpr,0010010000000,123,seen,macro_f1,0.10256410256410256
gru,cpr,0010010000000,123,seen,micro_f1,0.5
gru,cpr,0010010000000,123,seen,bit_accuracy,0.8461538461538461
gru,cpr,0010010000000,123,seen,exact_match,0.0
gru,cpr,0010010000000,123,unseen,macro_f1,0.05128205128205128
gru,cpr,0010010000000,123,unseen,micro_f1,0.2857142857142857
gru,cpr,0010010000000,123,unseen,bit_accuracy,0.8076923076923077
gru,cpr,0010010000000,123,unseen,exact_match,0.0
gru,cpr,0010010000000,42,seen,macro_f1,0.1346153846153846
gru,cpr,0010010000000,42,seen,micro_f1,0.64
gru,cpr,0010010000000,42,seen,bit_accuracy,0.8615384615384616
gru,cpr,0010010000000,42,seen,exact_match,0.2
gru,cpr,0010010000000,42,unseen,macro_f1,0.07692307692307693
gru,cpr,0010010000000,42,unseen,micro_f1,0.45454545454545453
gru,cpr,0010010000000,42,unseen,bit_accuracy,0.8153846153846154
gru,cpr,0010010000000,42,unseen,exact_match,0.0
gru,cpr,0010010000000,7,seen,macro_f1,0.07692307692307693
gru,cpr,0010010000000,7,seen,micro_f1,0.4
gru,cpr,0010010000000,7,seen,bit_accuracy,0.7692307692307693
gru,cpr,0010010000000,7,seen,exact_match,0.0
gru,cpr,0010010000000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,0010010000000,7,unseen,micro_f1,0.4
gru,cpr,0010010000000,7,unseen,bit_accuracy,0.7692307692307693
gru,cpr,0010010000000,7,unseen,exact_match,0.0
gru,cpr,0100000000000,123,seen,macro_f1,0.0
gru,cpr,0100000000000,123,seen,micro_f1,0.0
gru,cpr,0100000000000,123,seen,bit_accuracy,0.9153846153846154
gru,cpr,0100000000000,123,seen,exact_match,0.0
gru,cpr,0100000000000,123,unseen,macro_f1,0.007326007326007326
gru,cpr,0100000000000,123,unseen,micro_f1,0.08
gru,cpr,0100000000000,123,unseen,bit_accuracy,0.9115384615384615
gru,cpr,0100000000000,123,unseen,exact_match,0.05
gru,cpr,0100000000000,42,seen,macro_f1,0.0
gru,cpr,0100000000000,42,seen,micro_f1,0.0
gru,cpr,0100000000000,42,seen,bit_accuracy,0.8115384615384615
gru,cpr,0100000000000,42,seen,exact_match,0.0
gru,cpr,0100000000000,42,unseen,macro_f1,0.0
gru,cpr,0100000000000,42,unseen,micro_f1,0.0
gru,cpr,0100000000000,42,unseen,bit_accuracy,0.8153846153846154
gru,cpr,0100000000000,42,unseen,exact_match,0.0
gru,cpr,0100000000000,7,seen,macro_f1,0.07692307692307693
gru,cpr,0100000000000,7,seen,micro_f1,0.5714285714285714
gru,cpr,0100000000000,7,seen,bit_accuracy,0.8846153846153846
gru,cpr,0100000000000,7,seen,exact_match,0.0
gru,cpr,0100000000000,7,unseen,macro_f1,0.05128205128205128
gru,cpr,0100000000000,7,unseen,micro_f1,0.4
gru,cpr,0100000000000,7,unseen,bit_accuracy,0.8846153846153846
gru,cpr,0100000000000,7,unseen,exact_match,0.5
gru,cpr,0100000000010,123,seen,macro_f1,0.08333333333333333
gru,cpr,0100000000010,123,seen,micro_f1,0.4
gru,cpr,0100000000010,123,seen,bit_accuracy,0.8153846153846154
gru,cpr,0100000000010,123,seen,exact_match,0.0
gru,cpr,0100000000010,123,unseen,macro_f1,0.0
gru,cpr,0100000000010,123,unseen,micro_f1,0.0
gru,cpr,0100000000010,123,unseen,bit_accuracy,0.7384615384615385
gru,cpr,0100000000010,123,unseen,exact_match,0.0
gru,cpr,0100000000010,42,seen,macro_f1,0.10256410256410256
gru,cpr,0100000000010,42,seen,micro_f1,0.5714285714285714
gru,cpr,0100000000010,42,seen,bit_accuracy,0.8846153846153846
gru,cpr,0100000000010,42,seen,exact_match,0.5
gru,cpr,0100000000010,42,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000000010,42,unseen,micro_f1,0.5
gru,cpr,0100000000010,42,unseen,bit_accuracy,0.8461538461538461
gru,cpr,0100000000010,42,unseen,exact_match,0.0
gru,cpr,0100000000010,7,seen,macro_f1,0.12087912087912088
gru,cpr,0100000000010,7,seen,micro_f1,0.7
gru,cpr,0100000000010,7,seen,bit_accuracy,0.9076923076923077
gru,cpr,0100000000010,7,seen,exact_match,0.2
gru,cpr,0100000000010,7,unseen,macro_f1,0.12087912087912088
gru,cpr,0100000000010,7,unseen,micro_f1,0.6086956521739131
gru,cpr,0100000000010,7,unseen,bit_accuracy,0.8615384615384616
gru,cpr,0100000000010,7,unseen,exact_match,0.0
gru,cpr,0100000000100,123,seen,macro_f1,0.07692307692307693
gru,cpr,0100000000100,123,seen,micro_f1,0.4
gru,cpr,0100000000100,123,seen,bit_accuracy,0.7692307692307693
gru,cpr,0100000000100,123,seen,exact_match,0.0
gru,cpr,0100000000100,123,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000000100,123,unseen,micro_f1,0.4444444444444444
gru,cpr,0100000000100,123,unseen,bit_accuracy,0.8076923076923077
gru,cpr,0100000000100,123,unseen,exact_match,0.0
gru,cpr,0100000000100,42,seen,macro_f1,0.0879120879120879
gru,cpr,0100000000100,42,seen,micro_f1,0.42105263157894735
gru,cpr,0100000000100,42,seen,bit_accuracy,0.8307692307692308
gru,cpr,0100000000100,42,seen,exact_match,0.0
gru,cpr,0100000000100,42,unseen,macro_f1,0.10164835164835165
gru,cpr,0100000000100,42,unseen,micro_f1,0.4
gru,cpr,0100000000100,42,unseen,bit_accuracy,0.7692307692307693
gru,cpr,0100000000100,42,unseen,exact_match,0.0
gru,cpr,0100000000100,7,seen,macro_f1,0.12087912087912088
gru,cpr,0100000000100,7,seen,micro_f1,0.6666666666666666
gru,cpr,0100000000100,7,seen,bit_accuracy,0.8923076923076924
gru,cpr,0100000000100,7,seen,exact_match,0.0
gru,cpr,0100000000100,7,unseen,macro_f1,0.13675213675213674
gru,cpr,0100000000100,7,unseen,micro_f1,0.6153846153846154
gru,cpr,0100000000100,7,unseen,bit_accuracy,0.8461538461538461
gru,cpr,0100000000100,7,unseen,exact_match,0.0
gru,cpr,0100000001000,123,seen,macro_f1,0.07692307692307693
gru,cpr,0100000001000,123,seen,micro_f1,0.625
gru,cpr,0100000001000,123,seen,bit_accuracy,0.9076923076923077
gru,cpr,0100000001000,123,seen,exact_match,0.0
gru,cpr,0100000001000,123,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000001000,123,unseen,micro_f1,0.45454545454545453
gru,cpr,0100000001000,123,unseen,bit_accuracy,0.8153846153846154
gru,cpr,0100000001000,123,unseen,exact_match,0.0
gru,cpr,0100000001000,42,seen,macro_f1,0.0
gru,cpr,0100000001000,42,seen,micro_f1,0.0
gru,cpr,0100000001000,42,seen,bit_accuracy,0.6923076923076923
gru,cpr,0100000001000,42,seen,exact_match,0.0
gru,cpr,0100000001000,42,unseen,macro_f1,0.05128205128205128
gru,cpr,0100000001000,42,unseen,micro_f1,0.2222222222222222
gru,cpr,0100000001000,42,unseen,bit_accuracy,0.7307692307692307
gru,cpr,0100000001000,42,unseen,exact_match,0.0
gru,cpr,0100000001000,7,seen,macro_f1,0.15384615384615385
gru,cpr,0100000001000,7,seen,micro_f1,0.6666666666666666
gru,cpr,0100000001000,7,seen,bit_accuracy,0.8461538461538461
gru,cpr,0100000001000,7,seen,exact_match,0.0
gru,cpr,0100000001000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000001000,7,unseen,micro_f1,0.4
gru,cpr,0100000001000,7,unseen,bit_accuracy,0.7692307692307693
gru,cpr,0100000001000,7,unseen,exact_match,0.0
gru,cpr,0100000010000,123,seen,macro_f1,0.05128205128205128
gru,cpr,0100000010000,123,seen,micro_f1,0.2222222222222222
gru,cpr,0100000010000,123,seen,bit_accuracy,0.7307692307692307
gru,cpr,0100000010000,123,seen,exact_match,0.0
gru,cpr,0100000010000,123,unseen,macro_f1,0.05128205128205128
gru,cpr,0100000010000,123,unseen,micro_f1,0.2222222222222222
gru,cpr,0100000010000,123,unseen,bit_accuracy,0.7307692307692307
gru,cpr,0100000010000,123,unseen,exact_match,0.0
gru,cpr,0100000010000,42,seen,macro_f1,0.15384615384615385
gru,cpr,0100000010000,42,seen,micro_f1,0.7407407407407407
gru,cpr,0100000010000,42,seen,bit_accuracy,0.8923076923076924
gru,cpr,0100000010000,42,seen,exact_match,0.0
gru,cpr,0100000010000,42,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000010000,42,unseen,micro_f1,0.4166666666666667
gru,cpr,0100000010000,42,unseen,bit_accuracy,0.7846153846153846
gru,cpr,0100000010000,42,unseen,exact_match,0.0
gru,cpr,0100000010000,7,seen,macro_f1,0.07692307692307693
gru,cpr,0100000010000,7,seen,micro_f1,0.625
gru,cpr,0100000010000,7,seen,bit_accuracy,0.9076923076923077
gru,cpr,0100000010000,7,seen,exact_match,0.0
gru,cpr,0100000010000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000010000,7,unseen,micro_f1,0.43478260869565216
gru,cpr,0100000010000,7,unseen,bit_accuracy,0.8
gru,cpr,0100000010000,7,unseen,exact_match,0.0
gru,cpr,0100000100000,123,seen,macro_f1,0.07692307692307693
gru,cpr,0100000100000,123,seen,micro_f1,0.43478260869565216
gru,cpr,0100000100000,123,seen,bit_accuracy,0.8
gru,cpr,0100000100000,123,seen,exact_match,0.0
gru,cpr,0100000100000,123,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000100000,123,unseen,micro_f1,0.45454545454545453
gru,cpr,0100000100000,123,unseen,bit_accuracy,0.8153846153846154
gru,cpr,0100000100000,123,unseen,exact_match,0.0
gru,cpr,0100000100000,42,seen,macro_f1,0.15384615384615385
gru,cpr,0100000100000,42,seen,micro_f1,0.8888888888888888
gru,cpr,0100000100000,42,seen,bit_accuracy,0.9615384615384616
gru,cpr,0100000100000,42,seen,exact_match,0.5
gru,cpr,0100000100000,42,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000100000,42,unseen,micro_f1,0.4444444444444444
gru,cpr,0100000100000,42,unseen,bit_accuracy,0.8076923076923077
gru,cpr,0100000100000,42,unseen,exact_match,0.0
gru,cpr,0100000100000,7,seen,macro_f1,0.07692307692307693
gru,cpr,0100000100000,7,seen,micro_f1,0.47619047619047616
gru,cpr,0100000100000,7,seen,bit_accuracy,0.8307692307692308
gru,cpr,0100000100000,7,seen,exact_match,0.0
gru,cpr,0100000100000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000100000,7,unseen,micro_f1,0.47619047619047616
gru,cpr,0100000100000,7,unseen,bit_accuracy,0.8307692307692308
gru,cpr,0100000100000,7,unseen,exact_match,0.0
gru,cpr,0100001000000,123,seen,macro_f1,0.07692307692307693
gru,cpr,0100001000000,123,seen,micro_f1,0.5714285714285714
gru,cpr,0100001000000,123,seen,bit_accuracy,0.8846153846153846
gru,cpr,0100001000000,123,seen,exact_match,0.0
gru,cpr,0100001000000,123,unseen,macro_f1,0.07692307692307693
gru,cpr,0100001000000,123,unseen,micro_f1,0.5
gru,cpr,0100001000000,123,unseen,bit_accuracy,0.8461538461538461
gru,cpr,0100001000000,123,unseen,exact_match,0.0
gru,cpr,0100001000000,42,seen,macro_f1,0.14529914529914528
gru,cpr,0100001000000,42,seen,micro_f1,0.6923076923076923
gru,cpr,0100001000000,42,seen,bit_accuracy,0.8769230769230769
gru,cpr,0100001000000,42,seen,exact_match,0.0
gru,cpr,0100001000000,42,unseen,macro_f1,0.07692307692307693
gru,cpr,0100001000000,42,unseen,micro_f1,0.45454545454545453
gru,cpr,0100001000000,42,unseen,bit_accuracy,0.8153846153846154
gru,cpr,0100001000000,42,unseen,exact_match,0.0
gru,cpr,0100001000000,7,seen,macro_f1,0.07692307692307693
gru,cpr,0100001000000,7,seen,micro_f1,0.5
gru,cpr,0100001000000,7,seen,bit_accuracy,0.8461538461538461
gru,cpr,0100001000000,7,seen,exact_match,0.0
gru,cpr,0100001000000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,0100001000000,7,unseen,micro_f1,0.47619047619047616
gru,cpr,0100001000000,7,unseen,bit_accuracy,0.8307692307692308
gru,cpr,0100001000000,7,unseen,exact_match,0.0
gru,cpr,0100010000000,123,seen,macro_f1,0.14529914529914528
gru,cpr,0100010000000,123,seen,micro_f1,0.6923076923076923
gru,cpr,0100010000000,123,seen,bit_accuracy,0.8769230769230769
gru,cpr,0100010000000,123,seen,exact_match,0.0
gru,cpr,0100010000000,123,unseen,macro_f1,0.12606837606837606
gru,cpr,0100010000000,123,unseen,micro_f1,0.5833333333333334
gru,cpr,0100010000000,123,unseen,bit_accuracy,0.8461538461538461
gru,cpr,0100010000000,123,unseen,exact_match,0.2
gru,cpr,0100010000000,42,seen,macro_f1,0.1282051282051282
gru,cpr,0100010000000,42,seen,micro_f1,0.75
gru,cpr,0100010000000,42,seen,bit_accuracy,0.9230769230769231
gru,cpr,0100010000000,42,seen,exact_match,0.5
gru,cpr,0100010000000,42,unseen,macro_f1,0.07692307692307693
gru,cpr,0100010000000,42,unseen,micro_f1,0.5714285714285714
gru,cpr,0100010000000,42,unseen,bit_accuracy,0.8846153846153846
gru,cpr,0100010000000,42,unseen,exact_match,0.0
gru,cpr,0100010000000,7,seen,macro_f1,0.15384615384615385
gru,cpr,0100010000000,7,seen,micro_f1,0.8333333333333334
gru,cpr,0100010000000,7,seen,bit_accuracy,0.9384615384615385
gru,cpr,0100010000000,7,seen,exact_match,0.2
gru,cpr,0100010000000,7,unseen,macro_f1,0.15384615384615385
gru,cpr,0100010000000,7,unseen,micro_f1,0.6896551724137931
gru,cpr,0100010000000,7,unseen,bit_accuracy,0.8615384615384616
gru,cpr,0100010000000,7,unseen,exact_match,0.0
gru,cpr,1000000000000,123,seen,macro_f1,0.0
gru,cpr,1000000000000,123,seen,micro_f1,0.0
gru,cpr,1000000000000,123,seen,bit_accuracy,0.8884615384615384
gru,cpr,1000000000000,123,seen,exact_match,0.0
gru,cpr,1000000000000,123,unseen,macro_f1,0.0
gru,cpr,1000000000000,123,unseen,micro_f1,0.0
gru,cpr,1000000000000,123,unseen,bit_accuracy,0.8115384615384615
gru,cpr,1000000000000,123,unseen,exact_match,0.0
gru,cpr,1000000000000,42,seen,macro_f1,0.0
gru,cpr,1000000000000,42,seen,micro_f1,0.0
gru,cpr,1000000000000,42,seen,bit_accuracy,0.8846153846153846
gru,cpr,1000000000000,42,seen,exact_match,0.0
gru,cpr,1000000000000,42,unseen,macro_f1,0.0
gru,cpr,1000000000000,42,unseen,micro_f1,0.0
gru,cpr,1000000000000,42,unseen,bit_accuracy,0.8461538461538461
gru,cpr,1000000000000,42,unseen,exact_match,0.0
gru,cpr,1000000000000,7,seen,macro_f1,0.039886039886039885
gru,cpr,1000000000000,7,seen,micro_f1,0.42424242424242425
gru,cpr,1000000000000,7,seen,bit_accuracy,0.926923076923077
gru,cpr,1000000000000,7,seen,exact_match,0.35
gru,cpr,1000000000000,7,unseen,macro_f1,0.0
gru,cpr,1000000000000,7,unseen,micro_f1,0.0
gru,cpr,1000000000000,7,unseen,bit_accuracy,0.8769230769230769
gru,cpr,1000000000000,7,unseen,exact_match,0.0
gru,cpr,1000000000001,123,seen,macro_f1,0.06959706959706959
gru,cpr,1000000000001,123,seen,micro_f1,0.35294117647058826
gru,cpr,1000000000001,123,seen,bit_accuracy,0.8307692307692308
gru,cpr,1000000000001,123,seen,exact_match,0.0
gru,cpr,1000000000001,123,unseen,macro_f1,0.0
gru,cpr,1000000000001,123,unseen,micro_f1,0.0
gru,cpr,1000000000001,123,unseen,bit_accuracy,0.6923076923076923
gru,cpr,1000000000001,123,unseen,exact_match,0.0
gru,cpr,1000000000001,42,seen,macro_f1,0.06959706959706959
gru,cpr,1000000000001,42,seen,micro_f1,0.2727272727272727
gru,cpr,1000000000001,42,seen,bit_accuracy,0.7538461538461538
gru,cpr,1000000000001,42,seen,exact_match,0.0
gru,cpr,1000000000001,42,unseen,macro_f1,0.06959706959706959
gru,cpr,1000000000001,42,unseen,micro_f1,0.2727272727272727
gru,cpr,1000000000001,42,unseen,bit_accuracy,0.7538461538461538
gru,cpr,1000000000001,42,unseen,exact_match,0.0
gru,cpr,1000000000001,7,seen,macro_f1,0.07692307692307693
gru,cpr,1000000000001,7,seen,micro_f1,0.5714285714285714
gru,cpr,1000000000001,7,seen,bit_accuracy,0.8846153846153846
gru,cpr,1000000000001,7,seen,exact_match,0.0
gru,cpr,1000000000001,7,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000000001,7,unseen,micro_f1,0.4444444444444444
gru,cpr,1000000000001,7,unseen,bit_accuracy,0.8076923076923077
gru,cpr,1000000000001,7,unseen,exact_match,0.0
gru,cpr,1000000000010,123,seen,macro_f1,0.15384615384615385
gru,cpr,1000000000010,123,seen,micro_f1,1.0
gru,cpr,1000000000010,123,seen,bit_accuracy,1.0
gru,cpr,1000000000010,123,seen,exact_match,1.0
gru,cpr,1000000000010,123,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000000010,123,unseen,micro_f1,0.5
gru,cpr,1000000000010,123,unseen,bit_accuracy,0.8461538461538461
gru,cpr,1000000000010,123,unseen,exact_match,0.0
gru,cpr,1000000000010,42,seen,macro_f1,0.1346153846153846
gru,cpr,1000000000010,42,seen,micro_f1,0.5925925925925926
gru,cpr,1000000000010,42,seen,bit_accuracy,0.8307692307692308
gru,cpr,1000000000010,42,seen,exact_match,0.0
gru,cpr,1000000000010,42,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000000010,42,unseen,micro_f1,0.47619047619047616
gru,cpr,1000000000010,42,unseen,bit_accuracy,0.8307692307692308
gru,cpr,1000000000010,42,unseen,exact_match,0.0
gru,cpr,1000000000010,7,seen,macro_f1,0.07692307692307693
gru,cpr,1000000000010,7,seen,micro_f1,0.47619047619047616
gru,cpr,1000000000010,7,seen,bit_accuracy,0.8307692307692308
gru,cpr,1000000000010,7,seen,exact_match,0.0
gru,cpr,1000000000010,7,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000000010,7,unseen,micro_f1,0.5263157894736842
gru,cpr,1000000000010,7,unseen,bit_accuracy,0.8615384615384616
gru,cpr,1000000000010,7,unseen,exact_match,0.0
gru,cpr,1000000000100,123,seen,macro_f1,0.12087912087912088
gru,cpr,1000000000100,123,seen,micro_f1,0.7368421052631579
gru,cpr,1000000000100,123,seen,bit_accuracy,0.9230769230769231
gru,cpr,1000000000100,123,seen,exact_match,0.2
gru,cpr,1000000000100,123,unseen,macro_f1,0.1346153846153846
gru,cpr,1000000000100,123,unseen,micro_f1,0.6153846153846154
gru,cpr,1000000000100,123,unseen,bit_accuracy,0.8461538461538461
gru,cpr,1000000000100,123,unseen,exact_match,0.0
gru,cpr,1000000000100,42,seen,macro_f1,0.07692307692307693
gru,cpr,1000000000100,42,seen,micro_f1,0.38461538461538464
gru,cpr,1000000000100,42,seen,bit_accuracy,0.7538461538461538
gru,cpr,1000000000100,42,seen,exact_match,0.0
gru,cpr,1000000000100,42,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000000100,42,unseen,micro_f1,0.47619047619047616
gru,cpr,1000000000100,42,unseen,bit_accuracy,0.8307692307692308
gru,cpr,1000000000100,42,unseen,exact_match,0.0
gru,cpr,1000000000100,7,seen,macro_f1,0.05128205128205128
gru,cpr,1000000000100,7,seen,micro_f1,0.25
gru,cpr,1000000000100,7,seen,bit_accuracy,0.7692307692307693
gru,cpr,1000000000100,7,seen,exact_match,0.0
gru,cpr,1000000000100,7,unseen,macro_f1,0.05128205128205128
gru,cpr,1000000000100,7,unseen,micro_f1,0.25
gru,cpr,1000000000100,7,unseen,bit_accuracy,0.7692307692307693
gru,cpr,1000000000100,7,unseen,exact_match,0.0
gru,cpr,1000000001000,123,seen,macro_f1,0.07692307692307693
gru,cpr,1000000001000,123,seen,micro_f1,0.6666666666666666
gru,cpr,1000000001000,123,seen,bit_accuracy,0.9230769230769231
gru,cpr,1000000001000,123,seen,exact_match,0.0
gru,cpr,1000000001000,123,unseen,macro_f1,0.05128205128205128
gru,cpr,1000000001000,123,unseen,micro_f1,0.4
gru,cpr,1000000001000,123,unseen,bit_accuracy,0.8846153846153846
gru,cpr,1000000001000,123,unseen,exact_match,0.0
gru,cpr,1000000001000,42,seen,macro_f1,0.11233211233211232
gru,cpr,1000000001000,42,seen,micro_f1,0.6
gru,cpr,1000000001000,42,seen,bit_accuracy,0.8769230769230769
gru,cpr,1000000001000,42,seen,exact_match,0.0
gru,cpr,1000000001000,42,unseen,macro_f1,0.06837606837606837
gru,cpr,1000000001000,42,unseen,micro_f1,0.42105263157894735
gru,cpr,1000000001000,42,unseen,bit_accuracy,0.8307692307692308
gru,cpr,1000000001000,42,unseen,exact_match,0.0
gru,cpr,1000000001000,7,seen,macro_f1,0.12606837606837606
gru,cpr,1000000001000,7,seen,micro_f1,0.5833333333333334
gru,cpr,1000000001000,7,seen,bit_accuracy,0.8461538461538461
gru,cpr,1000000001000,7,seen,exact_match,0.0
gru,cpr,1000000001000,7,unseen,macro_f1,0.11233211233211232
gru,cpr,1000000001000,7,unseen,micro_f1,0.5454545454545454
gru,cpr,1000000001000,7,unseen,bit_accuracy,0.8461538461538461
gru,cpr,1000000001000,7,unseen,exact_match,0.0
gru,cpr,1000000010000,123,seen,macro_f1,0.07692307692307693
gru,cpr,1000000010000,123,seen,micro_f1,0.625
gru,cpr,1000000010000,123,seen,bit_accuracy,0.9076923076923077
gru,cpr,1000000010000,123,seen,exact_match,0.0
gru,cpr,1000000010000,123,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000010000,123,unseen,micro_f1,0.625
gru,cpr,1000000010000,123,unseen,bit_accuracy,0.9076923076923077
gru,cpr,1000000010000,123,unseen,exact_match,0.0
gru,cpr,1000000010000,42,seen,macro_f1,0.14529914529914528
gru,cpr,1000000010000,42,seen,micro_f1,0.9
gru,cpr,1000000010000,42,seen,bit_accuracy,0.9692307692307692
gru,cpr,1000000010000,42,seen,exact_match,0.6
gru,cpr,1000000010000,42,unseen,macro_f1,0.12087912087912088
gru,cpr,1000000010000,42,unseen,micro_f1,0.6363636363636364
gru,cpr,1000000010000,42,unseen,bit_accuracy,0.8769230769230769
gru,cpr,1000000010000,42,unseen,exact_match,0.0
gru,cpr,1000000010000,7,seen,macro_f1,0.07692307692307693
gru,cpr,1000000010000,7,seen,micro_f1,0.4444444444444444
gru,cpr,1000000010000,7,seen,bit_accuracy,0.8076923076923077
gru,cpr,1000000010000,7,seen,exact_match,0.0
gru,cpr,1000000010000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000010000,7,unseen,micro_f1,0.4
gru,cpr,1000000010000,7,unseen,bit_accuracy,0.7692307692307693
gru,cpr,1000000010000,7,unseen,exact_match,0.0
gru,cpr,1000000100000,123,seen,macro_f1,0.07692307692307693
gru,cpr,1000000100000,123,seen,micro_f1,0.6666666666666666
gru,cpr,1000000100000,123,seen,bit_accuracy,0.9230769230769231
gru,cpr,1000000100000,123,seen,exact_match,0.0
gru,cpr,1000000100000,123,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000100000,123,unseen,micro_f1,0.5
gru,cpr,1000000100000,123,unseen,bit_accuracy,0.8461538461538461
gru,cpr,1000000100000,123,unseen,exact_match,0.0
gru,cpr,1000000100000,42,seen,macro_f1,0.07692307692307693
gru,cpr,1000000100000,42,seen,micro_f1,0.5555555555555556
gru,cpr,1000000100000,42,seen,bit_accuracy,0.8769230769230769
gru,cpr,1000000100000,42,seen,exact_match,0.0
gru,cpr,1000000100000,42,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000100000,42,unseen,micro_f1,0.6666666666666666
gru,cpr,1000000100000,42,unseen,bit_accuracy,0.9230769230769231
gru,cpr,1000000100000,42,unseen,exact_match,0.0
gru,cpr,1000000100000,7,seen,macro_f1,0.10256410256410256
gru,cpr,1000000100000,7,seen,micro_f1,0.5
gru,cpr,1000000100000,7,seen,bit_accuracy,0.8153846153846154
gru,cpr,1000000100000,7,seen,exact_match,0.0
gru,cpr,1000000100000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000100000,7,unseen,micro_f1,0.45454545454545453
gru,cpr,1000000100000,7,unseen,bit_accuracy,0.8153846153846154
gru,cpr,1000000100000,7,unseen,exact_match,0.0
gru,cpr,1000001000000,123,seen,macro_f1,0.12087912087912088
gru,cpr,1000001000000,123,seen,micro_f1,0.7777777777777778
gru,cpr,1000001000000,123,seen,bit_accuracy,0.9384615384615385
gru,cpr,1000001000000,123,seen,exact_match,0.4
gru,cpr,1000001000000,123,unseen,macro_f1,0.07692307692307693
gru,cpr,1000001000000,123,unseen,micro_f1,0.5555555555555556
gru,cpr,1000001000000,123,unseen,bit_accuracy,0.8769230769230769
gru,cpr,1000001000000,123,unseen,exact_match,0.0
gru,cpr,1000001000000,42,seen,macro_f1,0.14529914529914528
gru,cpr,1000001000000,42,seen,micro_f1,0.9
gru,cpr,1000001000000,42,seen,bit_accuracy,0.9692307692307692
gru,cpr,1000001000000,42,seen,exact_match,0.8
gru,cpr,1000001000000,42,unseen,macro_f1,0.07692307692307693
gru,cpr,1000001000000,42,unseen,micro_f1,0.625
gru,cpr,1000001000000,42,unseen,bit_accuracy,0.9076923076923077
gru,cpr,1000001000000,42,unseen,exact_match,0.0
gru,cpr,1000001000000,7,seen,macro_f1,0.07692307692307693
gru,cpr,1000001000000,7,seen,micro_f1,0.6666666666666666
gru,cpr,1000001000000,7,seen,bit_accuracy,0.9230769230769231
gru,cpr,1000001000000,7,seen,exact_match,0.0
gru,cpr,1000001000000,7,unseen,macro_f1,0.07692307692307693
gru,cpr,1000001000000,7,unseen,micro_f1,0.5
gru,cpr,1000001000000,7,unseen,bit_accuracy,0.8461538461538461
gru,cpr,1000001000000,7,unseen,exact_match,0.0
gru,cpr,1000010000000,123,seen,macro_f1,0.15384615384615385
gru,cpr,1000010000000,123,seen,micro_f1,0.7272727272727273
gru,cpr,1000010000000,123,seen,bit_accuracy,0.8846153846153846
gru,cpr,1000010000000,123,seen,exact_match,0.0
gru,cpr,1000010000000,123,unseen,macro_f1,0.15384615384615385
gru,cpr,1000010000000,123,unseen,micro_f1,0.7272727272727273
gru,cpr,1000010000000,123,unseen,bit_accuracy,0.8846153846153846
gru,cpr,1000010000000,123,unseen,exact_match,0.0
gru,cpr,1000010000000,42,seen,macro_f1,0.07692307692307693
gru,cpr,1000010000000,42,seen,micro_f1,0.5
gru,cpr,1000010000000,42,seen,bit_accuracy,0.8461538461538461
gru,cpr,1000010000000,42,seen,exact_match,0.0
gru,cpr,1000010000000,42,unseen,macro_f1,0.07692307692307693
gru,cpr,1000010000000,42,unseen,micro_f1,0.43478260869565216
gru,cpr,1000010000000,42,unseen,bit_accuracy,0.8
gru,cpr,1000010000000,42,unseen,exact_match,0.0
gru,cpr,1000010000000,7,seen,macro_f1,0.12606837606837606
gru,cpr,1000010000000,7,seen,micro_f1,0.6086956521739131
gru,cpr,1000010000000,7,seen,bit_accuracy,0.8615384615384616
gru,cpr,1000010000000,7,seen,exact_match,0.0
gru,cpr,1000010000000,7,unseen,macro_f1,0.10164835164835165
gru,cpr,1000010000000,7,unseen,micro_f1,0.47619047619047616
gru,cpr,1000010000000,7,unseen,bit_accuracy,0.8307692307692308
gru,cpr,1000010000000,7,unseen,exact_match,0.0
gru,cpr,1000100000000,123,seen,macro_f1,0.07692307692307693
